expid,model_name,Train_CE,Valid_CE,Test_CE,Train_Acc,Valid_Acc,Test_Acc,dataset,best_step,sparsity,dropout,input_width,hidden1_width,hidden2_width,epsilon,epsilon_decay,l2_decay,initial_momentum,final_momentum,train-ll,valid-ll,test-ll,train-pll,valid-pll,test-pll,train-imperr,valid-imperr,test-imperr
exp186,rbm,110.92535,100.45689,100.98095,0.5911849375,0.661491357421875,0.658992578125,PF00595,100000,False,True,81,1000,None,0.5000,INVERSE_T,0.0100,0.5000,0.9000,-210.21198831490597,-218.7833302914421,-219.48993959055292,-133.598,-143.815,-143.866,0.466275,0.491844,0.492261
exp168,dbm,142.30115,138.00134,138.80908,0.4567514375,0.479708642578125,0.47637529296875,PF00595,121000,False,True,81,100,100,0.5000,INVERSE_T,0.0100,0.5000,0.9000,-191.18624864413943,-194.0110927976333,-195.02360552640465,-139.724,-141.346,-141.938,0.530842,0.536704,0.53934
exp168,rbm,136.38226,132.49445,132.98298,0.48250125,0.5068345703125,0.50550615234375,PF00595,90000,False,True,81,100,None,0.5000,INVERSE_T,0.0100,0.5000,0.9000,-182.87148697958929,-186.01776079846627,-187.06793755791409,-135.389,-138.426,-139.09,0.510845,0.518854,0.522455
exp245,dbm,56.33803,64.21302,64.08962,0.74583421875,0.7361738891601562,0.736797119140625,PF00240,44000,True,False,69,100,100,0.5000,INVERSE_T,0.0010,0.5000,0.9000,-93.382464081804756,-126.13343531058467,-124.31277341441887,-59.3232,-113.59,-112.231,0.26196,0.40033,0.395762
exp159,rbm,49.31058,33.51684,33.82047,0.8077180625,0.89973828125,0.89927412109375,PF00595,100000,False,True,81,1000,None,0.0100,NONE,0.0010,0.5000,0.9000,,,,-42.999,-125.141,-126.322,0.174801,0.378233,0.380116
exp347,dbm,115.77272,109.54670,108.90252,0.4982896484375,0.5373768310546875,0.5436087036132813,PF00240,44000,False,True,69,1000,1000,0.5000,NONE,0.0100,0.0000,0.0000,-237.90696412162379,-246.50787961688991,-245.2276157456713,-112.86,-118.167,-116.832,0.487663,0.509628,0.501249
exp293,dbm,48.50934,38.70437,38.26054,0.78712046875,0.8428551025390625,0.845478271484375,PF00240,7000,False,True,69,1000,1000,0.1000,INVERSE_T,0.0010,0.5000,0.9000,-183.30981605480986,-276.52925206561508,-271.99084484560217,-38.1991,-114.599,-112.883,0.152273,0.357705,0.352081
exp210,dbm,93.21595,75.07746,75.13805,0.66191175,0.753239501953125,0.752977783203125,PF00595,1000,True,False,81,1000,1000,0.1000,INVERSE_T,0.0100,0.5000,0.9000,,,,-108.593,-125.51,-125.866,0.379825,0.426954,0.428895
exp336,rbm,72.71322,61.66490,62.03071,0.7446986875,0.812770361328125,0.812469140625,PF00595,98000,True,False,81,500,None,0.5000,NONE,0.0100,0.0000,0.0000,,,,-95.589,-114.027,-114.519,0.352294,0.421445,0.422569
exp390,dbm,94.11333,73.05461,73.34959,0.656640125,0.766656787109375,0.765970361328125,PF00595,3000,True,False,81,500,500,0.0100,NONE,0.0100,0.0000,0.0000,-125.93588930098792,-135.07898693534889,-135.5081129959251,-105.977,-123.73,-124.065,0.373723,0.426408,0.427248
exp288,rbm,10.19554,13.97187,14.14229,0.965201875,0.9566123046875,0.95610859375,PF00595,98000,False,False,81,500,None,0.1000,INVERSE_T,0.0010,0.5000,0.9000,-86.711423399498699,-130.84735155948204,-131.3748243531179,-29.7246,-117.751,-118.371,0.0803991,0.412236,0.413753
exp294,rbm,46.97094,32.17593,32.46693,0.8163605,0.90366416015625,0.90400986328125,PF00595,100000,False,True,81,1000,None,0.1000,INVERSE_T,0.0010,0.5000,0.9000,-132.63585636610856,-192.16818481042526,-193.17441311369623,-42.5877,-128.922,-129.991,0.173552,0.378994,0.381251
exp54,rbm,61.21025,50.82358,51.03394,0.7783118125,0.844592578125,0.84604443359375,PF00595,5000,False,False,81,1000,None,0.1000,NONE,0.0100,0.5000,0.9000,,,,-91.1655,-114.452,-114.994,0.340616,0.423438,0.424935
exp207,rbm,63.62671,54.79508,55.10011,0.772776125,0.839353125,0.83940244140625,PF00595,98000,False,False,81,500,None,0.1000,INVERSE_T,0.0100,0.5000,0.9000,,,,-88.5762,-111.595,-112.011,0.318357,0.4102,0.411249
exp11,rbm,52.37976,54.25848,53.41339,0.780275234375,0.7954202880859375,0.7987391357421875,PF00240,2000,True,False,69,500,None,0.5000,NONE,0.0100,0.5000,0.9000,,,,-66.3103,-100.594,-99.129,0.282094,0.412671,0.405811
exp183,dbm,103.08282,88.47000,88.64572,0.6230254375,0.698814794921875,0.698207421875,PF00595,200000,True,False,81,1000,1000,0.5000,INVERSE_T,0.0100,0.5000,0.9000,,,,-110.995,-121.686,-122.027,0.402783,0.436679,0.437054
exp231,dbm,133.99899,123.08553,123.41917,0.49397240625,0.56011357421875,0.5600888671875,PF00595,1000,False,True,81,500,500,0.0100,INVERSE_T,0.0100,0.5000,0.9000,-352.20981408904709,-358.33011187418799,-359.4869473611144,-129.966,-133.165,-133.641,0.486415,0.49982,0.501183
exp41,dbm,113.56685,107.60365,106.47267,0.5079945703125,0.5543623046875,0.563159423828125,PF00240,1000,False,True,69,500,500,0.1000,NONE,0.0100,0.5000,0.9000,-214.82913755550152,-223.87176489360689,-221.84563340365173,-111.036,-116.998,-115.739,0.475875,0.500426,0.493537
exp240,rbm,111.36242,101.18903,101.70889,0.588985,0.6574271484375,0.655298779296875,PF00595,100000,False,True,81,1000,None,0.0100,INVERSE_T,0.0100,0.5000,0.9000,-201.47954820401389,-209.78191699591548,-210.48823564376107,-124.587,-134.191,-134.404,0.440075,0.465409,0.466943
exp374,rbm,86.08778,81.11603,80.56805,0.635423125,0.6890579833984375,0.6915072631835938,PF00240,88000,False,True,69,1000,None,0.1000,NONE,0.0100,0.0000,0.0000,-150.7017081124269,-168.59601375467741,-167.02461655187301,-94.8401,-116.144,-114.296,0.388129,0.447056,0.440671
exp320,dbm,52.74457,40.75329,40.61629,0.77068671875,0.8351014404296875,0.8344202880859375,PF00240,162000,False,True,69,1000,1000,0.0100,INVERSE_T,0.0010,0.5000,0.9000,,,,-44.0466,-111.835,-110.095,0.178602,0.361426,0.355038
exp158,dbm,49.28399,39.24453,39.04384,0.784229765625,0.8415072631835937,0.8417681274414063,PF00240,30000,False,True,69,1000,1000,0.0100,NONE,0.0010,0.5000,0.9000,-160.95487823851727,-251.1256586621048,-247.45462807420768,-39.4141,-112.983,-111.024,0.158689,0.357447,0.35096
exp399,dbm,88.51781,67.60155,67.87014,0.6772505625,0.7853037109375,0.784567919921875,PF00595,3000,True,False,81,1000,1000,0.0100,NONE,0.0100,0.0000,0.0000,-125.5299703579301,-135.93617971411868,-136.33812978544279,-105.813,-126.05,-126.518,0.364394,0.420659,0.422617
exp342,dbm,115.93430,97.76106,98.04816,0.5790658125,0.660074072265625,0.660133349609375,PF00595,139000,False,False,81,500,500,0.5000,NONE,0.0100,0.0000,0.0000,,,,-118.638,-126.438,-126.579,0.438015,0.463358,0.464299
exp426,rbm,8.02341,12.82060,12.97293,0.97260775,0.95979755859375,0.95921484375,PF00595,9000,True,False,81,1000,None,0.5000,NONE,0.0010,0.0000,0.0000,-79.704500334425916,-128.55293294562648,-128.93730403111317,-27.6831,-113.461,-113.873,0.0793515,0.391311,0.392447
exp48,dbm,92.32609,74.34392,74.44136,0.6653498125,0.75428642578125,0.753787646484375,PF00595,1000,True,False,81,1000,1000,0.1000,NONE,0.0100,0.5000,0.9000,-124.5719800934379,-134.21161582536683,-134.6781791562247,-111.478,-128.408,-128.824,0.385675,0.431557,0.433057
exp300,dbm,92.91758,77.30352,77.70283,0.6545310625,0.7173728515625,0.716054296875,PF00595,183000,True,False,81,100,100,0.0100,INVERSE_T,0.0010,0.5000,0.9000,,,,-102.015,-126.439,-127.364,0.369385,0.426096,0.427943
exp315,rbm,12.32856,14.84297,15.03347,0.955519375,0.95329384765625,0.9526765625,PF00595,98000,False,False,81,500,None,0.0100,INVERSE_T,0.0010,0.5000,0.9000,,,,-37.4483,-119.906,-120.819,0.129763,0.416855,0.418298
exp24,rbm,113.17918,102.58182,102.70081,0.582757375,0.6486271484375,0.64792099609375,PF00595,4000,False,True,81,1000,None,0.5000,NONE,0.0100,0.5000,0.9000,-199.48345797261663,-207.40150966014767,-207.86654347402043,-129.007,-138.669,-138.7,0.465481,0.490866,0.491414
exp54,dbm,107.55935,81.54993,81.64194,0.618978125,0.72037529296875,0.719229638671875,PF00595,2000,False,False,81,1000,1000,0.1000,NONE,0.0100,0.5000,0.9000,,,,-126.011,-138.857,-139.147,0.431876,0.466209,0.467561
exp102,rbm,8.24900,13.32197,13.35697,0.9711535,0.95773828125,0.95720986328125,PF00595,4000,True,False,81,1000,None,0.5000,NONE,0.0010,0.5000,0.9000,-84.370093842018946,-134.01772446430846,-134.66886663047319,-28.9081,-117.434,-118.392,0.0934421,0.400715,0.403892
exp204,dbm,134.20467,126.60756,127.08485,0.4933008125,0.5353728515625,0.534646923828125,PF00595,1000,False,True,81,500,500,0.1000,INVERSE_T,0.0100,0.5000,0.9000,,,,-132.12,-134.734,-135.373,0.499718,0.509334,0.512087
exp297,dbm,10.66721,9.48485,9.62903,0.9597695,0.9672494140625,0.96696787109375,PF00595,121000,False,False,81,1000,1000,0.1000,INVERSE_T,0.0010,0.5000,0.9000,,,,-70.8647,-422.828,-426.058,0.10988,0.463013,0.465616
exp291,rbm,8.15509,12.68605,12.87356,0.9718050625,0.959669140625,0.9594814453125,PF00595,9000,True,False,81,1000,None,0.1000,INVERSE_T,0.0010,0.5000,0.9000,-82.345570190983949,-130.09165503793452,-130.68438926851627,-29.6623,-114.563,-115.451,0.0915994,0.395718,0.398404
exp123,dbm,97.73910,64.31442,64.66845,0.637703875,0.786098779296875,0.785491357421875,PF00595,3000,False,True,81,500,500,0.1000,NONE,0.0010,0.5000,0.9000,-234.07445333800536,-266.62817806629766,-267.55659451323891,-90.529,-117.258,-117.875,0.321109,0.398267,0.400425
exp312,dbm,101.37287,71.11701,71.58549,0.62581675,0.756419775390625,0.75479013671875,PF00595,121000,False,True,81,500,500,0.0100,INVERSE_T,0.0010,0.5000,0.9000,,,,-90.1077,-111.137,-111.429,0.335505,0.398755,0.400315
exp267,rbm,46.23591,31.86390,32.17397,0.819193125,0.90456298828125,0.9046765625,PF00595,100000,False,True,81,1000,None,0.5000,INVERSE_T,0.0010,0.5000,0.9000,-175.97758030024625,-236.05015610270482,-237.56276561981576,-45.0606,-132.819,-134.018,0.182063,0.384623,0.388731
exp110,dbm,61.52681,62.93759,61.69826,0.7275125,0.738521728515625,0.7456231689453126,PF00240,7000,True,False,69,100,100,0.1000,NONE,0.0010,0.5000,0.9000,,,,-66.9727,-119.426,-116.763,0.284728,0.412211,0.402366
exp80,dbm,67.34040,54.95611,53.99469,0.712124140625,0.7913768310546875,0.7941738891601563,PF00240,2000,False,False,69,1000,1000,0.0100,NONE,0.0100,0.5000,0.9000,,,,-82.0968,-118.635,-116.527,0.322899,0.429397,0.422586
exp45,dbm,101.17710,75.33704,75.42288,0.637674125,0.750474072265625,0.750039501953125,PF00595,1000,False,False,81,500,500,0.1000,NONE,0.0100,0.5000,0.9000,-126.49178893043916,-134.79225076967214,-135.13443606640135,-116.672,-132.529,-132.854,0.401219,0.445063,0.446427
exp339,rbm,117.68151,108.93961,109.53904,0.5637688125,0.62252841796875,0.62044443359375,PF00595,81000,False,True,81,500,None,0.5000,NONE,0.0100,0.0000,0.0000,,,,-130.56,-138.365,-138.506,0.471056,0.491695,0.492913
exp156,dbm,5.45536,22.61457,22.60878,0.9798353125,0.9224,0.922730859375,PF00595,32000,True,False,81,1000,1000,0.0100,NONE,0.0010,0.5000,0.9000,,,,-41.2705,-299.81,-303.793,0.0950677,0.456235,0.460262
exp143,rbm,47.05466,63.42005,62.21620,0.785382421875,0.7411738891601563,0.7461448974609375,PF00240,79000,False,False,69,100,None,0.0100,NONE,0.0010,0.5000,0.9000,,,,-57.547,-109.723,-107.532,0.2638,0.430033,0.421897
exp239,dbm,110.41861,99.26254,98.20622,0.521198984375,0.6102608642578125,0.6173478393554688,PF00240,1000,False,True,69,1000,1000,0.0100,INVERSE_T,0.0100,0.5000,0.9000,-259.71082206063488,-272.50591994530782,-271.19943944068223,-105.009,-113.401,-112.143,0.43972,0.478626,0.471224
exp323,rbm,4.06748,15.46042,15.09134,0.985325234375,0.9392318725585938,0.9408985595703125,PF00240,99000,False,False,69,1000,None,0.0100,INVERSE_T,0.0010,0.5000,0.9000,-61.919631514907451,-120.40314033339291,-118.63243370640612,-14.3065,-104.249,-102.343,0.0276013,0.386365,0.378945
exp191,dbm,89.10420,81.15391,80.04028,0.623423828125,0.6790144653320312,0.6848261108398438,PF00240,1000,True,False,69,100,100,0.1000,INVERSE_T,0.0100,0.5000,0.9000,,,,-90.3499,-106.257,-104.72,0.379332,0.436217,0.429691
exp350,rbm,50.22812,52.65522,51.81529,0.792716640625,0.8040724487304688,0.8056956787109375,PF00240,87000,False,False,69,1000,None,0.5000,NONE,0.0100,0.0000,0.0000,-95.821167033386814,-118.7208628997119,-117.29780213406116,-65.2737,-102.291,-100.515,0.27887,0.420019,0.410578
exp161,rbm,4.01352,15.36455,15.13349,0.9855440625,0.9391448974609375,0.94068115234375,PF00240,44000,False,False,69,1000,None,0.0100,NONE,0.0010,0.5000,0.9000,-58.076224016326478,-116.72651846801307,-114.9266145702411,-13.9951,-104.364,-102.45,0.0272675,0.387286,0.378216
exp42,rbm,117.69934,108.72660,109.22671,0.5633294375,0.6241234375,0.622083935546875,PF00595,64000,False,True,81,500,None,0.1000,NONE,0.0100,0.5000,0.9000,,,,-131.685,-139.47,-139.61,0.471113,0.491671,0.492108
exp237,rbm,59.41578,51.08221,51.40245,0.7864663125,0.8501580078125,0.850607421875,PF00595,100000,True,False,81,1000,None,0.0100,INVERSE_T,0.0100,0.5000,0.9000,-110.35580221157022,-124.38960683801065,-124.76098245892797,-85.9522,-109.705,-110.154,0.311541,0.403053,0.404482
exp72,dbm,96.65178,72.27139,72.39032,0.6468286875,0.77493828125,0.775125927734375,PF00595,1000,False,False,81,500,500,0.0100,NONE,0.0100,0.5000,0.9000,-121.23008292601651,-129.82110459167995,-130.2593963675472,-108.172,-126.128,-126.717,0.381522,0.436171,0.438286
exp137,rbm,49.54648,65.51046,64.24164,0.77417,0.7313623046875,0.7348695678710937,PF00240,44000,True,False,69,100,None,0.0100,NONE,0.0010,0.5000,0.9000,-88.375126397117185,-119.08139208687138,-117.52557888217055,-60.0884,-109.099,-107.324,0.274866,0.433943,0.425719
exp270,rbm,6.55349,10.17013,10.26622,0.97743225,0.96767412109375,0.96798515625,PF00595,100000,False,False,81,1000,None,0.5000,INVERSE_T,0.0010,0.5000,0.9000,-88.550166182110843,-135.59916647286741,-136.13692487555272,-26.813,-114.354,-114.813,0.0725129,0.397721,0.397806
exp50,dbm,111.06636,104.61529,103.45020,0.5201706640625,0.5703912963867187,0.5783768310546875,PF00240,1000,False,True,69,1000,1000,0.1000,NONE,0.0100,0.5000,0.9000,-225.11869120461768,-235.50324892347464,-233.13779133580385,-109.208,-115.74,-114.413,0.467218,0.496245,0.488499
exp135,rbm,7.75561,10.13304,10.34728,0.9720635,0.9676345703125,0.96696787109375,PF00595,9000,False,False,81,1000,None,0.1000,NONE,0.0010,0.5000,0.9000,-88.780045041315361,-133.48918347200265,-134.0574775162238,-34.5179,-117.392,-118.066,0.118466,0.407719,0.408849
exp285,dbm,98.43854,65.37687,65.69643,0.6347375,0.78268642578125,0.78154072265625,PF00595,3000,False,True,81,500,500,0.1000,INVERSE_T,0.0010,0.5000,0.9000,,,,-89.772,-115.851,-116.358,0.322242,0.398444,0.400603
exp200,dbm,65.81274,62.38458,61.56192,0.718389453125,0.759115966796875,0.7622174072265625,PF00240,1000,True,False,69,500,500,0.1000,INVERSE_T,0.0100,0.5000,0.9000,,,,-75.5756,-106.779,-104.999,0.310516,0.408977,0.402677
exp212,rbm,86.01337,80.99062,80.35837,0.6356704296875,0.689521728515625,0.6929275512695312,PF00240,56000,False,True,69,1000,None,0.1000,INVERSE_T,0.0100,0.5000,0.9000,-170.1492302995656,-188.27410766868263,-186.70210497929122,-98.5089,-119.995,-118.167,0.399259,0.456528,0.450261
exp9,dbm,122.09525,108.70376,109.13366,0.5495091875,0.608429638671875,0.606414794921875,PF00595,3000,False,False,81,100,100,0.5000,NONE,0.0100,0.5000,0.9000,-138.23471803074881,-142.38547724712089,-142.74144951351582,-123.878,-129.592,-129.972,0.460262,0.477889,0.479014
exp87,dbm,128.66991,116.21549,116.39506,0.50422903125,0.564380224609375,0.563960498046875,PF00595,1000,False,True,81,100,100,0.5000,NONE,0.0010,0.5000,0.9000,,,,-119.693,-124.707,-125.047,0.456417,0.471752,0.472991
exp21,rbm,75.41066,63.03493,63.03626,0.7359813125,0.796943212890625,0.79835556640625,PF00595,4000,True,False,81,1000,None,0.5000,NONE,0.0100,0.5000,0.9000,-124.84745226947223,-137.19004451657554,-137.36679365569933,-97.4334,-117.447,-117.71,0.367025,0.434935,0.434058
exp374,dbm,110.34176,101.94602,100.83990,0.52280984375,0.5876666870117188,0.5945652465820312,PF00240,1000,False,True,69,1000,1000,0.1000,NONE,0.0100,0.0000,0.0000,-207.9685450430195,-219.16567655322797,-216.99056097241055,-107.134,-114.455,-113.177,0.455511,0.487949,0.480422
exp71,rbm,42.64128,45.74220,45.33715,0.82409046875,0.8393623046875,0.8417681274414063,PF00240,92000,False,False,69,500,None,0.0100,NONE,0.0100,0.5000,0.9000,-88.04394630396223,-110.60483662464725,-109.29189344753502,-59.3895,-96.3631,-94.8323,0.238052,0.396757,0.38863
exp188,rbm,46.12962,49.34840,48.46079,0.808013515625,0.8215652465820312,0.8247101440429687,PF00240,99000,False,False,69,1000,None,0.5000,INVERSE_T,0.0100,0.5000,0.9000,-91.039468774410636,-113.40842500341097,-112.36725382789217,-62.0593,-98.9734,-97.5295,0.255679,0.406243,0.40003
exp189,dbm,117.35902,102.71589,103.13591,0.5706279375,0.640395068359375,0.639101220703125,PF00595,183000,False,False,81,1000,1000,0.5000,INVERSE_T,0.0100,0.5000,0.9000,-134.85559929090488,-139.16149686720064,-139.64425304398549,-119.788,-126.236,-126.634,0.442914,0.464958,0.46711
exp114,dbm,128.22400,116.41267,116.88088,0.50510640625,0.561007421875,0.5605580078125,PF00595,3000,False,True,81,100,100,0.1000,NONE,0.0010,0.5000,0.9000,,,,-119.158,-124.118,-124.455,0.456348,0.471464,0.472694
exp138,dbm,91.43262,76.85573,77.51729,0.659183125,0.717856787109375,0.716019775390625,PF00595,121000,True,False,81,100,100,0.0100,NONE,0.0010,0.5000,0.9000,,,,-100.513,-125.857,-127.267,0.363593,0.422838,0.42572
exp105,rbm,50.19796,34.13842,34.39145,0.8046311875,0.8937876953125,0.8944345703125,PF00595,97000,False,True,81,1000,None,0.5000,NONE,0.0010,0.5000,0.9000,-161.232112318394,-219.74114815997689,-221.54372632563491,-52.6667,-138.134,-139.711,0.206948,0.389984,0.392917
exp126,rbm,10.26851,14.19910,14.39722,0.964550875,0.9555654296875,0.95485927734375,PF00595,67000,False,False,81,500,None,0.1000,NONE,0.0010,0.5000,0.9000,,,,-29.9473,-119.557,-120.489,0.0847946,0.418867,0.418848
exp285,rbm,73.21240,54.15968,54.54947,0.7159000625,0.8303654296875,0.8299654296875,PF00595,98000,False,True,81,500,None,0.1000,INVERSE_T,0.0010,0.5000,0.9000,,,,-70.7377,-124.7,-125.627,0.271079,0.396499,0.398764
exp180,rbm,71.77706,62.85384,63.20241,0.744929375,0.81225185546875,0.812518505859375,PF00595,98000,False,False,81,500,None,0.5000,INVERSE_T,0.0100,0.5000,0.9000,,,,-94.3975,-113.928,-114.443,,,
exp152,dbm,11.99722,31.24019,31.03642,0.948818046875,0.875840576171875,0.8754058227539062,PF00240,1000,False,False,69,500,500,0.0100,NONE,0.0010,0.5000,0.9000,-93.25883464263552,-148.21854064307058,-145.56801910520403,-15.2804,-192.761,-187.079,0.0518973,0.404566,0.39645
exp2,rbm,80.53884,80.67384,79.74277,0.666364609375,0.6892174072265626,0.6923912963867187,PF00240,2000,True,False,69,100,None,0.5000,NONE,0.0100,0.5000,0.9000,-105.95659002099509,-117.45454647507131,-116.18048503862704,-87.8798,-105.55,-104.072,0.364898,0.440087,0.433229
exp15,rbm,119.35676,110.18360,110.83375,0.5569,0.618869140625,0.616301220703125,PF00595,4000,False,True,81,500,None,0.5000,NONE,0.0100,0.5000,0.9000,,,,-129.24,-136.843,-137.08,0.473272,0.493367,0.495901
exp185,dbm,114.99417,108.41896,108.03510,0.501295859375,0.5465072631835938,0.5507825927734376,PF00240,62000,False,True,69,1000,1000,0.5000,INVERSE_T,0.0100,0.5000,0.9000,-224.15086504975432,-232.72898559671552,-230.92282124927794,-112.146,-117.541,-116.24,0.483298,0.505528,0.497278
exp237,dbm,86.93270,67.47822,67.53529,0.6810085,0.78765927734375,0.78778271484375,PF00595,1000,True,False,81,1000,1000,0.0100,INVERSE_T,0.0100,0.5000,0.9000,-120.30429875650361,-131.5706345027379,-132.08815459726623,-103.359,-125.356,-126.033,0.358066,0.420348,0.423139
exp315,dbm,23.91451,15.38692,15.52158,0.9118819375,0.9464888671875,0.94661728515625,PF00595,200000,False,False,81,500,500,0.0100,INVERSE_T,0.0010,0.5000,0.9000,,,,-87.5717,-330.71,-333.836,0.15244,0.423821,0.425615
exp98,dbm,9.36303,20.56911,20.32281,0.957606171875,0.921115966796875,0.9214347534179688,PF00240,2000,False,False,69,500,500,0.5000,NONE,0.0010,0.5000,0.9000,-101.32635462045801,-195.53267488388724,-192.85776561371176,-26.4005,-343.467,-337.145,0.0511216,0.429627,0.423734
